X Y Z L1
 739617.135 4051575.242    1760.220       1.000
 693785.035 3996860.148    1722.120       1.000
 709027.664 3972408.958    1668.780       1.000
 707633.976 3979659.239    1845.259       1.000
 704665.001 3994565.909    1684.020       1.000
 705758.344 3964450.802    1973.580       1.000
 698805.445 4004025.848    1760.220       1.000
 695982.082 4004586.985    1752.600       1.000
 749382.628 3986166.212    1973.580       1.000
 701578.071 3949008.544    2009.546       1.000
 707352.219 4003100.800    1722.120       1.000
 698444.240 3996550.457    1668.780       1.000
 712173.466 4001432.079    1630.680       1.000
 701654.665 4002512.606    1706.880       1.000
 737821.262 4041780.446    1737.360       1.000
 712883.278 3969848.629    1681.886       1.000
 704426.496 3996476.851    1722.120       1.000
 717802.185 3916048.347    1426.769       1.000
 706288.858 3983420.792    1691.640       1.000
 709119.604 3967332.374    1630.680       1.000
 714284.198 4002210.705    1723.949       1.000
 712986.751 3969989.594    1706.880       1.000
 701456.498 3995578.050    1742.846       1.000
 702795.279 3970914.893    1937.309       1.000
 708565.768 3932467.100    1541.678       1.000
 711672.364 4000903.712    1663.598       1.000
 700726.492 3989211.937    1729.740       1.000
 703010.748 3985178.780    1714.500       1.000
 732165.591 4024413.769    1737.360       1.000
 698443.870 3999262.925    1723.949       1.000
 725634.423 4013126.585    2110.740       1.000
 704787.424 3985253.893    1706.880       1.000
 708318.845 3971046.921    1580.998       1.000
 706050.987 3958632.966    1659.026       1.000
 702797.658 3987521.371    1685.849       1.000
 712218.954 3968685.930    1714.500       1.000
 687977.107 4001304.445    1769.669       1.000
 692801.164 3994225.564    1882.140       1.000
 705643.429 3939673.523    1746.809       1.000
 699077.366 4000349.875    1743.456       1.000
 715637.515 3968875.861    1760.220       1.000
 706349.652 3994760.848    1716.329       1.000
 705025.043 3985275.950    1690.116       1.000
 714360.387 3967539.675    1760.220       1.000
 712203.267 3968649.983    1710.842       1.000
 718884.474 3966164.616    2059.229       1.000
 701446.141 3985849.887    1922.069       1.000
 722731.964 4001988.758    1638.300       1.000
 713397.600 3966567.411    1697.126       1.000
 698385.160 4003391.302    1716.329       1.000
 705495.709 3995261.185    1638.300       1.000
 700542.410 4007034.733    1836.420       1.000
 706048.423 3970026.929    1645.920       1.000
 721000.357 4004412.981    1592.580       1.000
 702578.294 3992072.889    1742.846       1.000
 713577.662 3960448.640    1899.818       1.000
 701024.951 3991166.550    1720.596       1.000
 715208.435 3968712.103    1706.880       1.000
 740631.895 4036437.539    1684.020       1.000
 715352.191 3966350.152    1734.617       1.000
 767026.024 3986168.016    2217.420       1.000
 706054.338 3965219.016    1645.920       1.000
 695872.802 3990902.584    1923.898       1.000
 715644.603 3960123.116    2034.540       1.000
 729784.752 4044443.669    1762.049       1.000
 695862.036 3990491.632    1910.486       1.000
 700183.218 3986519.662    1960.169       1.000
 701041.153 3996033.433    1704.746       1.000
 701601.872 3996727.638    1638.300       1.000
 713745.082 3967144.508    1672.438       1.000
 733089.226 4038583.698    1691.640       1.000
 770078.618 3999848.669    1709.014       1.000
 702603.361 3954591.196    1790.700       1.000
 690678.787 3997705.616    1823.009       1.000
 711194.095 3970997.534    1659.636       1.000
 708929.928 3972111.926    1605.686       1.000
 714603.287 3976349.342    1975.409       1.000
 715180.133 3971796.761    1743.456       1.000
 717441.592 3964779.845    1983.029       1.000
 692221.581 3994196.735    1979.066       1.000
 713186.189 3969811.052    1719.986       1.000
 745938.855 4000523.330    1996.440       1.000
 691266.590 4004973.537    1653.540       1.000
 759268.453 4003132.266    1697.126       1.000
 710727.398 3974775.828    1714.500       1.000
 698647.066 4001719.621    1653.540       1.000
 709981.356 3971638.491    1615.440       1.000
 710038.078 3971977.751    1623.060       1.000
 706540.184 3990672.274    1691.640       1.000
 708668.209 3977691.807    1776.070       1.000
 701213.414 3990326.551    1613.306       1.000
 691155.863 3999709.420    1632.509       1.000
 709671.322 3970412.445    1737.360       1.000
 713112.653 3975963.383    1828.800       1.000
 699769.779 3997316.537    1688.897       1.000
 701192.651 3994525.676    1731.569       1.000
 735831.116 4022017.387    1716.329       1.000
 714949.938 3957799.257    1937.309       1.000
 725739.148 4017657.283    1767.840       1.000
 714482.721 3954277.118    1889.760       1.000
 708988.622 3972049.376    1567.586       1.000
 731677.989 3979569.441    2036.369       1.000
 707637.198 3977185.984    1626.718       1.000
 717574.961 3929608.061    1691.640       1.000
 714598.964 3933577.017    1546.860       1.000
 705154.120 3963375.241    1760.220       1.000
 706079.010 3979536.734    1659.636       1.000
 733266.562 3995707.587    1674.266       1.000
 700011.123 3995296.355    1620.926       1.000
 733739.957 4015775.091    1645.920       1.000
 704011.041 3995633.819    1653.540       1.000
 716651.817 3918128.379    1511.503       1.000
 736164.984 4015659.312    1714.500       1.000
 712900.644 3967783.441    1783.080       1.000
 697609.598 3991044.870    1638.300       1.000
 698725.729 3982445.023    1997.659       1.000
 738869.340 4044171.416    1681.886       1.000
 706057.957 3972364.501    1714.500       1.000
 704204.928 3986625.820    1684.020       1.000
 697884.143 3995300.952    1684.020       1.000
 714519.609 3969020.564    1706.880       1.000
 705086.894 4000147.513    1735.226       1.000
 690406.929 4000249.430    1631.899       1.000
 702789.709 3989889.458    1670.609       1.000
 694488.268 4003244.783    1667.256       1.000
 711182.566 3931868.842    1483.766       1.000
 719344.351 3943820.830    1958.340       1.000
 704636.908 3991322.944    1708.709       1.000
 695362.997 4004236.486    1689.506       1.000
 712103.064 3969893.371    1691.640       1.000
 742140.087 3998204.917    1729.740       1.000
 732057.598 3999081.162    1678.838       1.000
 740421.216 4032961.532    1723.949       1.000
 712527.089 3969693.534    1607.820       1.000
 755961.230 3995075.878    1920.240       1.000
 695885.903 4002721.762    1672.438       1.000
 709185.703 3971964.700    1623.060       1.000
 711578.941 3970473.203    1676.400       1.000
 737745.247 4050030.912    1752.600       1.000
 696428.747 3997604.611    1729.740       1.000
 733266.356 4045363.636    1744.980       1.000
 736348.884 4031284.145    1714.500       1.000
 701737.224 4006310.252    1805.940       1.000
 727978.143 4021956.240    1687.678       1.000
 695058.536 3991118.155    1852.879       1.000
 713504.393 3969568.901    1666.646       1.000
 697224.886 3995637.941    1729.740       1.000
 706114.303 3979794.164    1653.540       1.000
 701916.301 3999274.248    1691.640       1.000
 695048.807 4001331.571    1672.438       1.000
 704912.310 3999241.471    1681.886       1.000
 704137.618 3990878.548    1638.300       1.000
 701242.742 3994709.327    1684.020       1.000
 714256.802 3967118.364    1737.360       1.000
 702559.193 3962774.332    1965.960       1.000
 728189.311 4008538.504    1681.886       1.000
 691947.083 3994205.957    1925.726       1.000
 701268.941 3994616.351    1669.999       1.000
 708584.443 3977970.990    1668.780       1.000
 732609.679 4011550.314    1600.200       1.000
 702790.485 3965536.499    2076.298       1.000
 695779.628 3999095.317    1737.360       1.000
 713023.337 3968015.063    1626.718       1.000
 718841.981 3964090.248    2104.339       1.000
 718451.118 3963740.119    2040.026       1.000
 715850.636 3994575.719    2268.626       1.000
 732121.044 4010181.910    1711.757       1.000
 705233.758 4005095.192    1889.760       1.000
 716623.619 3918549.859    1419.149       1.000
 701627.673 3989989.275    1722.120       1.000
 698395.702 3999387.167    1610.258       1.000
 709506.075 3971768.201    1502.969       1.000
 704658.244 3985717.511    1758.086       1.000
 710829.112 3971182.748    1645.920       1.000
 713944.865 3969773.929    1698.041       1.000
 711366.784 3970753.103    1658.722       1.000
 727866.013 3981021.688    1744.980       1.000
 711505.490 3972875.799    1645.920       1.000
 697587.448 3978043.828    1958.340       1.000
 701376.282 3995329.765    1676.400       1.000
 706655.051 3989504.569    1645.920       1.000
 704837.481 3992040.284    1691.640       1.000
 705044.789 3988378.960    1714.500       1.000
 713389.692 3969664.370    1668.780       1.000
 693723.745 3994256.507    1917.497       1.000
 736226.914 4005093.417    1600.200       1.000
 711274.983 3971074.421    1630.680       1.000
 706488.778 4005222.615    1763.878       1.000
 716856.192 3918079.958    1548.689       1.000
 695938.459 3992211.134    1716.329       1.000
 715975.175 3913931.596    1493.520       1.000
 704335.157 3991905.337    1686.458       1.000
 696982.305 4003381.138    1741.018       1.000
 698655.215 3988331.074    1706.880       1.000
 701338.173 3996807.101    1607.820       1.000
 696870.864 3990099.697    1880.006       1.000
 707657.583 3970379.244    1645.920       1.000
 715377.599 3967034.237    1762.049       1.000
 711290.566 3971028.214    1638.300       1.000
 710401.828 3968341.390    1699.260       1.000
 700980.038 3961063.320    2042.160       1.000
 716343.791 3963684.529    1925.117       1.000
 713544.378 3969112.958    1699.260       1.000
 693109.627 3998066.757    1714.500       1.000
 715089.570 3968552.527    1718.158       1.000
 703009.737 3995681.257    1706.880       1.000
 706817.253 3982994.521    1701.698       1.000
 769591.072 3994154.043    2007.718       1.000
 710046.304 3979178.275    1760.220       1.000
 702735.856 3991355.842    1623.060       1.000
 708343.299 3978264.234    1725.778       1.000
 725272.781 3998762.308    1722.120       1.000
 700626.092 3991675.692    1731.569       1.000
 713164.633 3969504.373    1691.640       1.000
 697841.840 3998053.527    1708.709       1.000
 711956.845 3994007.603    2154.326       1.000
 710919.451 3970315.990    1805.940       1.000
 734124.989 4007701.375    1628.546       1.000
 715391.479 3968530.241    1783.080       1.000
 694884.887 4004705.535    1719.986       1.000
 716425.044 3929240.155    1676.400       1.000
 716613.955 3918605.518    1517.599       1.000
 708419.834 3969776.868    1638.300       1.000
 701940.454 3972572.883    2171.700       1.000
 747480.858 4001705.495    2225.040       1.000
 732942.192 4043722.386    1716.329       1.000
 702412.493 4003659.459    1737.360       1.000
 716677.089 3927526.674    1539.240       1.000
 703303.262 3993193.581    1718.158       1.000
 704354.814 3983791.007    1729.740       1.000
 714164.437 3995821.693    2171.700       1.000
 711925.569 3935254.770    1562.100       1.000
 695631.908 4003789.022    1760.220       1.000
 696079.930 4004266.109    1691.640       1.000
 712212.842 3970460.894    1632.509       1.000
 692685.467 3986628.838    2148.840       1.000
 725037.092 3999614.288    1678.229       1.000
 717139.027 3917425.390    1499.006       1.000
 708820.779 3972384.157    1620.926       1.000
 710597.744 3971460.511    1567.586       1.000
 736591.004 4012859.647    1699.260       1.000
 712428.805 3970081.593    1583.436       1.000
 692281.232 3994172.640    1918.106       1.000
 730253.112 3990638.608    1729.740       1.000
 713165.967 3925663.598    1531.620       1.000
 713412.775 3969080.135    1661.160       1.000
 697072.524 3999380.108    1706.880       1.000
 739022.811 4050709.784    1645.920       1.000
 705372.469 3951947.092    1638.300       1.000
 703840.113 3991989.085    1647.139       1.000
 695331.252 4003783.137    1730.959       1.000
 715117.764 4011999.810    1944.929       1.000
 729154.259 4010669.234    1737.360       1.000
 714254.725 3969166.156    1678.229       1.000
 689482.475 4005747.134    1701.089       1.000
 704800.372 3946220.770    1773.326       1.000
 696340.379 4002058.300    1722.120       1.000
 699708.149 3974031.958    2019.300       1.000
 730863.206 4031617.646    1709.014       1.000
 710463.271 3971433.590    1552.346       1.000
 726445.246 4005660.046    1714.500       1.000
 698252.344 3990814.642    1653.540       1.000
 712047.257 3970953.625    1638.300       1.000
 698270.531 4001028.077    1661.160       1.000
 703002.332 3991282.826    1668.780       1.000
 687482.566 4005589.613    1719.377       1.000
 716477.362 4012986.373    1874.520       1.000
 708554.833 3998757.612    1631.899       1.000
 697527.886 3975785.294    1988.820       1.000
 701977.605 3967754.379    2146.706       1.000
 715298.802 3968880.725    1729.740       1.000
 695758.665 4005210.332    1821.180       1.000
 701096.120 3951952.554    1990.039       1.000
 701545.991 3993720.383    1661.160       1.000
 777504.400 4017457.268    1961.998       1.000
 709388.537 3976194.230    1691.640       1.000
 692826.327 3994237.973    1874.520       1.000
 701828.901 3987580.342    1775.460       1.000
 712248.519 3951866.962    1676.400       1.000
 746670.349 4000518.948    2042.160       1.000
 705885.962 3967679.451    1691.640       1.000
 708869.219 3975140.229    1647.749       1.000
 695274.678 3999584.507    1699.260       1.000
 709850.251 3971441.010    1586.789       1.000
 706632.331 3971531.065    1767.840       1.000
 705167.819 3985468.984    1685.849       1.000
 713018.113 3969718.493    1699.260       1.000
 732331.688 4036067.164    1704.746       1.000
 705719.724 3991429.164    1653.540       1.000
 732674.178 4041819.635    1623.060       1.000
 705308.439 3992310.028    1716.329       1.000
 703579.032 3941979.859    1813.560       1.000
 716406.529 3917946.319    1495.958       1.000
 702385.197 4002673.897    1706.880       1.000
 699968.610 4005262.173    1746.809       1.000
 698517.333 3999325.989    1684.020       1.000
 734750.166 3990739.621    1844.040       1.000
 713645.723 3970111.380    1691.640       1.000
 698932.014 3984463.044    1912.620       1.000
 729588.949 3999041.418    1684.020       1.000
 711036.536 3970465.301    1706.880       1.000
 691321.116 3987889.096    2080.260       1.000
 711947.341 3913198.980    1760.220       1.000
 714605.090 3969504.114    1779.118       1.000
 711480.375 3975129.659    1684.020       1.000
 727600.379 3980986.437    1744.980       1.000
 698123.870 3992603.661    1722.120       1.000
 710348.147 3971780.612    1592.580       1.000
 714970.092 3968786.333    1706.880       1.000
 713789.332 4002585.218    1664.818       1.000
 706164.518 3942925.926    1737.360       1.000
 699047.192 3969729.554    2026.920       1.000
 713847.747 3966863.699    1716.329       1.000
 712549.819 3970095.515    1647.749       1.000
 713921.755 3960033.917    1905.000       1.000
 701589.453 3995117.872    1661.160       1.000
 714036.423 3967446.284    1693.469       1.000
 735696.705 4025903.427    1695.298       1.000
 730941.762 4032009.844    1699.260       1.000
 715774.052 3968141.946    1784.299       1.000
 713655.650 3969359.137    1681.886       1.000
 696212.210 3992085.152    1744.980       1.000
 706401.612 3966535.938    1691.640       1.000
 734959.319 4040621.006    1733.398       1.000
 706090.031 3990919.562    1722.120       1.000
 709569.037 3974890.916    1668.780       1.000
 701355.444 3990611.393    1630.680       1.000
 705520.393 3972302.843    1716.329       1.000
 700865.708 3999183.572    1636.166       1.000
 715401.616 3966812.929    1783.080       1.000
 734900.502 4018274.483    1722.120       1.000
 697713.669 3995970.344    1623.060       1.000
 767278.654 3989089.731    2074.469       1.000
 702491.758 3990400.435    1699.260       1.000
 706351.997 3984162.029    1684.020       1.000
 706786.984 3980328.660    1676.400       1.000
 705873.231 3970059.681    1684.020       1.000
 714136.875 3970272.336    1714.500       1.000
 700576.203 3994845.624    1643.786       1.000
 710917.541 3987787.253    2042.160       1.000
 713938.372 3968476.297    1722.120       1.000
 714444.210 3923877.172    1508.760       1.000
 711216.009 3970830.796    1645.920       1.000
 713252.881 3966704.929    1735.226       1.000
 709353.741 3971971.226    1594.409       1.000
 765726.336 4016451.249    1882.140       1.000
 708645.543 3969241.042    1746.809       1.000
 711336.861 3970534.309    1706.880       1.000
 732912.721 4041876.904    1602.029       1.000
 696336.746 3998733.504    1730.959       1.000
 711154.593 3988659.355    2125.980       1.000
 721087.144 4009767.069    2118.360       1.000
 703716.696 3988330.669    1706.880       1.000
 709079.727 4002210.364    1693.469       1.000
 701291.292 3995827.040    1623.060       1.000
 713428.953 3967668.303    1661.160       1.000
 703121.683 3988474.818    1691.640       1.000
 702630.848 3993993.121    1699.260       1.000
 707898.472 3968199.976    1532.839       1.000
 705467.882 3986528.250    1689.506       1.000
 692879.490 4002329.247    1706.880       1.000
 701462.563 3998896.662    1685.239       1.000
 704490.667 3971111.948    1737.360       1.000
 712879.972 3969613.956    1668.780       1.000
 692837.807 3993435.446    1882.140       1.000
 717964.269 3916086.997    1457.249       1.000
 698476.360 4006326.492    1828.800       1.000
 688196.063 4001917.581    1742.846       1.000
 733175.175 4045448.425    1760.220       1.000
 714539.961 3968750.468    1701.089       1.000
 687453.356 4000936.693    1762.049       1.000
 717646.448 3916377.816    1463.040       1.000
 692149.969 3988209.089    2151.278       1.000
 760599.698 4000851.935    1693.469       1.000
 714005.841 3968708.716    1699.260       1.000
 707039.541 3981301.743    1803.806       1.000
 735769.407 3998038.533    1638.300       1.000
 716265.330 3966920.407    1914.449       1.000
 718219.534 3905231.784    1630.680       1.000
 728573.363 4000448.891    1739.189       1.000
 715343.020 3920445.655    1525.829       1.000
 700486.748 3961788.868    2049.780       1.000
 708507.144 3978093.652    1737.360       1.000
 709250.331 3976820.613    1678.229       1.000
 712781.552 3939416.276    1539.240       1.000
 708125.894 3976999.769    1537.106       1.000
 699964.918 4002964.944    1744.980       1.000
 724599.476 4001773.563    1662.989       1.000
 705697.511 3946346.892    1676.400       1.000
 712398.574 3985785.676    2186.940       1.000
 700483.910 3990284.438    1668.780       1.000
 704129.688 3996530.052    1609.649       1.000
 710202.399 3977832.884    1699.260       1.000
 769873.208 3994778.775    1969.618       1.000
 716206.894 3915952.672    1524.000       1.000
 695442.855 3991370.177    1790.700       1.000
 729804.865 4027449.198    1699.260       1.000
 702204.658 3992261.158    1729.740       1.000
 698863.924 3990170.915    1630.680       1.000
 713976.959 3968733.847    1744.980       1.000
 702682.579 3996332.125    1723.949       1.000
 692099.533 3989789.812    2388.718       1.000
 710012.078 3971448.248    1537.106       1.000
 700337.255 3957321.511    1943.100       1.000
 732699.415 4029622.269    1722.120       1.000
 693651.949 3992590.497    1935.480       1.000
 711220.164 4001789.261    1714.500       1.000
 694022.550 3994236.446    1838.249       1.000
 733454.945 3995940.899    1630.680       1.000
 711661.613 3970590.787    1645.920       1.000
 704732.431 3979573.903    1643.786       1.000
 712521.416 3959794.416    2011.680       1.000
 697180.805 3990998.379    1729.740       1.000
 719513.103 3956970.129    2289.658       1.000
 695487.290 3994279.179    1766.316       1.000
 725855.833 4004868.873    1729.740       1.000
 692458.593 3996361.739    1853.489       1.000
 704469.489 3988266.452    1737.360       1.000
 710960.669 3970668.437    1661.160       1.000
 703773.964 3997637.537    1741.018       1.000
 708284.816 3969362.523    1708.709       1.000
 740012.325 4036638.034    1706.880       1.000
 690830.783 4003142.918    1716.329       1.000
 702694.002 3978942.815    1882.140       1.000
 711819.833 3966406.662    2034.540       1.000
 704177.491 3972312.735    1739.189       1.000
 738331.209 4031498.209    1594.409       1.000
 717725.771 3967303.931    1998.269       1.000
 725757.708 4003643.197    1630.680       1.000
 727530.131 3994898.053    1661.160       1.000
 693917.168 4002953.473    1775.460       1.000
 723150.628 4001522.142    1593.799       1.000
 713666.400 3969570.278    1699.260       1.000
 703423.343 3998972.117    1615.440       1.000
 722653.525 3979640.608    1920.240       1.000
 708878.278 3975601.152    1706.880       1.000
 711554.241 3970727.105    1668.780       1.000
 707298.633 3991584.077    1907.438       1.000
 704433.310 3989966.569    1706.880       1.000
 783432.717 4008337.132    2743.200       1.000
 696896.469 4001186.704    1723.949       1.000
 701276.226 3996840.821    1668.780       1.000
 715716.528 3968492.439    1722.120       1.000
 716102.511 3919109.357    1461.516       1.000
 702729.492 3988149.020    1722.120       1.000
 702704.665 3970237.877    1958.340       1.000
 713383.843 3971361.019    1716.329       1.000
 716493.215 3975986.928    2255.520       1.000
 700475.202 3994692.993    1699.260       1.000
 720687.408 4000622.742    2009.546       1.000
 692610.373 4005467.577    1706.880       1.000
 710295.318 3987622.842    2080.260       1.000
 704731.010 3997005.231    1689.506       1.000
 702469.344 3990626.456    1714.500       1.000
 699149.496 4000802.473    1699.260       1.000
 734685.957 4009132.838    1638.300       1.000
 714575.658 3969012.609    1708.709       1.000
 736515.833 4022628.602    1730.959       1.000
 715744.447 3966642.589    1752.600       1.000
 713799.351 4002203.907    1737.360       1.000
 715346.316 4001038.781    1605.686       1.000
 700409.874 3992860.583    1676.400       1.000
 712846.633 3969852.828    1684.020       1.000
 702840.734 4005682.461    1830.629       1.000
 697944.912 3991576.206    1693.774       1.000
 693819.371 3990833.665    2049.780       1.000
 721801.328 3999429.967    1706.880       1.000
 728062.376 4017363.003    1813.560       1.000
 719805.686 3907319.704    1583.436       1.000
 698625.298 4000350.177    1649.578       1.000
 705583.757 3950459.011    1626.718       1.000
 711590.988 3970545.902    1630.680       1.000
 698377.354 3996954.159    1661.160       1.000
 698694.840 4001763.474    1719.986       1.000
 691706.128 4004530.978    1693.469       1.000
 696891.709 4000818.640    1626.718       1.000
 708838.527 3972042.011    1514.246       1.000
 695552.738 3991870.139    1790.700       1.000
 695007.737 3991268.607    1963.826       1.000
 701220.871 3998888.557    1634.338       1.000
 704177.956 3985773.237    1592.580       1.000
